date,id,content,username,like_count,retweet_count
2023-03-02 22:33:11+00:00,1631422425521856519,"@JustinTrudeau @KenSimCity @Taleeb #Cdnpoli silence on #Alberta spill: #IndigenousPeoples  disproportionately incarcerated, #NativeAmerican women forcefully sterilized #TrudeauForTreason tokenized #FirstNations at the Vatican, paid the pope &amp; continued  colonial legacy #TrudeauForTreason 
https://t.co/9GncQpc0zL",OniJoseph,0,1
2023-03-02 22:26:55+00:00,1631420849545773057,"#Trudeau who cannot take care of Canadians is now giving false hope to #newcomers 👎
#Ukraine #war #refugees #Canada #immigration #politics #cdnpoli #economy #inflation #IndigenousPeoples #cleandrinkingwater #homelessness https://t.co/O8wexsrxYI",smartnfunny,1,0
2023-03-02 22:01:15+00:00,1631414390661562368,"#IndigenousPeoples are nature's best stewards because of their longstanding cultural, spiritual &amp; physical connections to their territories. 

Meet the @goldmanprize winners &amp; see how they protect one of our most critical resources: the Amazon rainforest⤵️https://t.co/ITcev6CtUE",IUCN_GovRights,9,5
2023-03-02 21:30:00+00:00,1631406527016779777,"Local Indigenous youth took part in the first-ever Indigenous entrepreneur dream camp in Treaty 8 Tribal office last week to understand and develop their business skills.

https://t.co/CUnv9aeHLY

#fortstjohn #yxj #IndigenousPeoples #Entrepreneur",EnergeticCity,1,0
2023-03-02 21:04:02+00:00,1631399991041486853,"Again we stand behind our original idea for #cdnpoli to abolish the #WhiteSupremacy #capitalism compensated Senate of #colonizers and replace it with an #IndigenousPeoples 
chosen representation of #IndigeneousPeople as a true balance of power to #Parliament",ADCTalkingTruth,0,0
2023-03-02 21:02:44+00:00,1631399665751998466,"Picture from 1915 of a stone #fishweirs at Nulahugyuk Creek, Bernard Harbour, N.W.T. #Nunavut #Canada. #Fishweirs are fishing methods of the #IndigenousPeoples like #Kitlinermiut and #Inuinnait Inuit of the high #Arctic. https://t.co/TVECnyyhlX",Stonefishweirs,13,6
2023-03-02 20:40:19+00:00,1631394024249602048,"Image of stone #fishweir in Tongass National Forest Southeast #Alaska. Home to  the #FirstNations  #Tlingít, #Haida and #Tsimshian #indigenouspeoples. Home to more recent canneries, fox farms, mines set up by new communities. https://t.co/a9qoKg5c6G",Stonefishweirs,6,1
2023-03-02 20:30:24+00:00,1631391527757815809,"🌿 Nature is safer with #IndigenousPeoples. They make up only 5% of us, but they safeguard 40% of Earth’s intact ecosystems 🦎 and 25% of Earth’s land 🌎. 

@theGEF-supported #ICI_GEF prioritizes Indigenous and local community-led solutions.

Learn more: https://t.co/gi3zF9j5f6 https://t.co/hCAgCJb1MQ",IPsLeadNature,12,7
2023-03-02 20:02:01+00:00,1631384383797043201,"Demand the Protection of #EcuadorsLastIndigenousPeoples in Voluntary Isolation!
The #Tagaeri and #Taromenane are the last two #Indigenouspeoples living in voluntary isolation within #YasuníNationalPark.

Add your signature https://t.co/AJNcWuSe9W 
#protecttheindigenouspeople https://t.co/y4VO0q0Q05",EcoDivaNomi,0,0
2023-03-02 19:00:51+00:00,1631368989069942785,"..bcoz our #IW #IndigenousPeoples insisted indigenous rhythm resonates secret of their proactiveness. @pawankafund @IIWF, our dance &amp; ritual is the earliest prediction of whether,add: climate change b4 it becomes adverse take Indigenous advice #ITK @teresazapetam @JoanCarling https://t.co/nQb3sea9S4",iwef_india,1,0
2023-03-02 18:36:17+00:00,1631362809069010944,"Press release: Meeting with the Special Rapporteur on the rights of Indigenous Peoples - Systemic racism and discrimination at the heart of discussions

@FAQQNW 
#polqc #onu #specialrapporteur #IndigenousPeoples #systemicracism #discrimination #rights #indigenouswomen https://t.co/b1RnClp8BC",SEIZE03_fil,1,1
2023-03-02 18:31:29+00:00,1631361599964340224,Bogghom and Jahr people of Kanam Local Government Area are confide Plateau people.  #Kanam #PlateauState #Bogghom #Jahr #IndigenousPeoples,Gazuwa,1,2
2023-03-02 17:57:05+00:00,1631352941893255169,"We discussed the importance of guaranteeing the right of #IndigenousPeoples to Free, Prior and Informed Consent #FPIC and their #RightToSayNo to mining projects or any other activities that affect their territories, ecosystems, well-being, and livelihoods. https://t.co/Q6aYkh9vKG",CSORG,1,0
2023-03-02 17:00:35+00:00,1631338725715189762,"Call for Papers: #IndigenousPeoples &amp; #EnvironmentalJustice

In order to push against existing divides between Indigenous Peoples and environmental justice policies, join us to center Indigenous Peoples’ voices, perspectives, and knowledge systems: https://t.co/3J2D02iYf7 https://t.co/7jtUykAM6M",LiebertPub,0,0
2023-03-02 15:50:32+00:00,1631321094689808384,#IndigenousPeoples have plenty of solutions for maintaining clean &amp; sustainable water sources! Listen in to DESA's Global Policy Dialogue Series on 9 March! 👇🏾💧 #WeAreIndigenous,UN4Indigenous,11,4
2023-03-02 14:17:21+00:00,1631297646127198208,"Knowledge and expertise of #WastePickers, #IndigenousPeoples &amp; most impacted communities are key to finding effective solutions to the #PlasticsCrisis &amp; therefore, must be at the center of the #PlasticsTreaty negotiations at #INC2 and beyond.
https://t.co/VADRImAu1Q",ciel_tweets,6,2
2023-03-02 13:55:13+00:00,1631292075118346241,"Daily Amazing Native American History and content 

#NativeAmerican #NativeAmericans #native #nativehistory #History #INDIGENOUS #IndigenousPeoples https://t.co/kiH9aIH0qp",nativeaofficial,59,2
2023-03-02 13:24:00+00:00,1631284219711303681,"🚨 People of different #religious and linguistic backgrounds and #IndigenousPeoples have become polarized in large numbers as a result of wealth disparities and #media control by the very wealthy within and across countries 🌐

Read our briefing ⬇️ 

https://t.co/WYxwLGowqI",MinorityRights,2,2
2023-03-02 12:42:16+00:00,1631273717178171393,"[CAMPAIGN VIDEO]

🎥 We have dropped a new video on the impact of #ClimateChange on #IndigenousPeoples! Watch it on the @CHR_HumanRights NEW #AfricaRightsTalk #podcast channel on YouTube

Subscribe 👉🏼 https://t.co/IRkACNlR2C
Twitter 👉🏼@artrightstalk 

@UPLawFaculty @UPTuks @IWGIA",CHR_HumanRights,1,0
2023-03-02 12:38:59+00:00,1631272891613597702,so true...this is not just about #LGBTQIA it is about #BlackAmericans #IndigenousPeoples EVERY group these laws are designed to harm https://t.co/sLYdNCoudn,TruWordsRSpoken,68,25
2023-03-02 12:29:00+00:00,1631270377526808576,"Today

Activists have also climbed onto the Ministry of Oil and Energy and hung up a banner with the message:

""Land back. Stop Human Rights Violation in Sápmi.”

#Historical #Event #Sami #INDIGENOUS #HumanRights #IndigenousRights #IndigenousPeoples #News 
https://t.co/AaA8BAdZGV https://t.co/P1f5xdGpa7",UrbanSamiGirl,0,0
2023-03-02 12:00:28+00:00,1631263198899847169,"💦 Let us focus on ways to conserve and protect our waters. We hope to highlight indigenous ways of water conservation and are excited to share this month with you!

#PawankaFund #WaterIsLife #indigenouspeoples",pawankafund,1,0
2023-03-02 11:59:12+00:00,1631262880149524483,#IndigenousPeoples rights in Norway is being trampled on after government ignores Supreme Court judgement that find a wind turbine park built on traditional sami grazing land in breach of indigenous peoples  rights. #Sami and environmental activists is now being removed by police,RuneBjornsen,0,0
2023-03-02 11:50:26+00:00,1631260671735214083,"[VIDEO] 

In light of an episode of #AfricaRightsTalk this video shares @msimotwo's reflections on the impact of #climatechange on the Ogiek community in Kenya. 
👂 https://t.co/2EiRaYXl45

🎥 👉🏼https://t.co/eRFTqv4Lt6

#IndigenousPeoples  @CHR_HumanRights @UPTuks @UPLawFaculty",artrightstalk,3,0
2023-03-02 11:29:31+00:00,1631255407703252992,"#dark #blue_eyes #IndigenousPeoples #Netherlands
The data about the #early #Dutch, based on the #dna of eight pieces of human #bone... form part of a huge genetic atlas charting the movements of #huntergatherers in Europe in the last 35,000 years.",SororPrudentia,0,0
2023-03-02 11:00:47+00:00,1631248178824478722,@proud_natives Yes #NativeAmerican #IndigenousPeoples,Artists4Chaos,0,0
2023-03-02 10:51:40+00:00,1631245882036215810,"With proper spatial planning, EIAs and reprioritization of our core values, we can minimize the risk of #HumanRights and #biodiversity becoming mere trade-offs in the #decarbonization race. No #windfarms at the expense of #nature  or #IndigenousPeoples rights.

#RestoreNature",IoannisAgapakis,0,0
2023-03-02 10:31:47+00:00,1631240881654370307,"The prestigious Trinity College, part of the University of Cambridge, will return four spears taken by explorer James Cook to the descendants of an Aboriginal Nation, over 250 years after they were taken #Australia #IndigenousPeoples 

https://t.co/WLo1c0wbXi",down2earthindia,3,2
2023-03-02 10:30:49+00:00,1631240635540815873,"The Alta Controversy - one of the many reason why this turbines in Fosen case is so important to the Sami people of Norway.

An article by NRK translated in pictures below.

#storytimethread #History #INDIGENOUS #Sami #protests #IndigenousPeoples 
https://t.co/0yupRWQttf",UrbanSamiGirl,0,0
2023-03-02 08:16:25+00:00,1631206812673355776,#IndigenousPeoples in #Manipur #India call on the state government to amend &amp; repeal forest laws that are detrimental to rights of indigenous communities. https://t.co/FTtN1RIu2d https://t.co/6F97PX3YIP,DKaimowitz,0,0
2023-03-02 07:43:10+00:00,1631198446169518080,@JacinthePayant It hurts me for your beautiful grandchildren my friend. In a twist of settler fate-it’s going to be #IndigenousPeoples around the globe if the only planet we all live on survived. 🪶😡💔🦅🐝🐸🐻🦊🐧🦉🐗🐺🦋🐳🐬🦭🦈🐋🦬🦦🦫🦡🦨🐿️🌲🎄🌳🍁🌎 https://t.co/UnI8y5KQrH,ThoughtsNations,1,0
2023-03-02 05:49:48+00:00,1631169915129573376,#IndigenousPeoples not as stewards and caretakers but reckless and wanton power seekers “just like US”…,chichikano,0,0
2023-03-02 05:36:25+00:00,1631166550207242245,#IndigenousPeoples #Australian #History,chateaublue,0,0
2023-03-02 04:28:39+00:00,1631149496666144770,Interesting data shared by @AnpeperuOficial on Awajún #IndigenousPeoples  and territorial #markets in the Peruvian Amazon. Lack of access to infrastructure for local markets are one of the bottlenecks faced by Awajún people. @_RajPatel @IPESfood,angela_aef,2,0
2023-03-02 02:59:00+00:00,1631126932598272000,"This is so great and so very important. Eleven distinct nations, here. 
Ceci est formidable et tellement important. Onze nations distinctes, ici.
💙
#firstnations #indigenous #indigenouspeoples #elevennations #Indigenouslanguages #premiersnations

https://t.co/N9z4FhelKx",BlueWaterOracle,0,0
2023-03-02 02:56:49+00:00,1631126384859815937,"Ceci est formidable et tellement important. Onze nations distinctes, ici.
This is so great and so very important. Eleven distinct nations, here. 
💙
#firstnations #indigenous #indigenouspeoples #elevennations #Indigenouslanguages #premiersnations

https://t.co/7FmfAG0j1B",BlueWaterOracle,0,0
2023-03-02 02:54:39+00:00,1631125839206121473,"Photo By Tang wei-chen | Unsplash 
 #findingjobsforpeople #indigenouspeople #windows #peoplelikelytomove #indigenouspeoples https://t.co/ZMOE8BavRU",whitedovecrafts,0,0
2023-03-02 02:45:00+00:00,1631123409261174791,"UN expert José Francisco Cali Tzay will conduct an official visit to Canada (1-10 March) to examine issues affecting #IndigenousPeoples, including the implementation of the UN Declaration on the rights of Indigenous Peoples, the right to self-determination, to land and resources. https://t.co/pXUkuyngIv",UNGeneva,58,20
2023-03-02 01:49:52+00:00,1631109536550383617,#Metis #MetisNation #INDIGENOUS #Indigenouspeoples #NativeTwitter https://t.co/NR2PPROLAE,LADYALEXANDRIA,5,0
2023-03-02 01:38:51+00:00,1631106761880117249,"Daily Amazing Native American History and content 

#NativeAmerican #NativeAmericans #native #nativehistory #History #INDIGENOUS #IndigenousPeoples https://t.co/vEdXL0LVwc",nativeaofficial,65,5
2023-03-02 00:22:52+00:00,1631087640702488577,"🪶🆘⚖️ 
Metis really should have seen this coming, but glad they are doing something about it. 
""Self identifying"" is the most harmful process to all #IndigenousPeoples in 🇨🇦
BC has NO traditional/ancestral Metis settlements! 0
#pretendians #cdnpoli #NativeTwitter",cindian1,1,1
2023-03-01 23:45:44+00:00,1631078294719451138,"#Stanford #PaloAlto
#Muwekma #Ohlone #MuwekmaOhlone
#NativeCalifornians #CaliforniaTribes
#IndigenousPeoples #IndigenousRights
#LandBack",WhatMollySaid,0,0
2023-03-01 23:35:14+00:00,1631075653700423680,"VACFSS joins the list of interveners supporting Indigenous Peoples’ inherent right to self-government over child and family services in a high-profile Supreme Court of Canada case https://t.co/naGLaGKDIb

#IndigenousRights #IndigenousPeoples #childwelfare https://t.co/dI6euDF7Xs",VACFSS,1,0
2023-03-01 22:38:12+00:00,1631061302922600450,"From today till 31st March, each daily post will pay tribute to one of the countless amazing women that we should celebrate every year. 
#1 Prof Megan Davis, a Cobble Cobble woman, Professor of Law @UNSW https://t.co/RYsINWwiws
#womenhistorymonth #Feminism #IndigenousPeoples",archaeotext,1,0
2023-03-01 22:08:39+00:00,1631053866094727168,Envisioning Positive Futures For Native Communities - https://t.co/JOmKgmoU9O https://t.co/rbYyx3XAu4 via @OregonNews @theskyaheadofus #theskyaheadofus #climate #climatechange #environment #Alaska #IndigenousPeoples #nativecommunities,OregonNews,1,0
2023-03-01 21:45:35+00:00,1631048060569632770,‘A #war society doesn’t see’: the Brazilian force driving out #mining gangs from Indigenous lands https://t.co/gIq63OqUZJ #yanomami #Brazil #IndigenousPeoples #Bolsonaro,Lipwetemom,0,1
2023-03-01 21:08:53+00:00,1631038823034417156,"Indigenous Infinity Humidor 
by MiLan Art 

One of a Kind

Respect for Mother Earth 🌎 

#IndigenousPeoples #humidor #tobacco #naturelovers #shells #weaving #Canada #Inuit #FirstNations #Metis #INFINITY #smoke #Art #assemblageart https://t.co/QKwvAt7po0",MarkMiLanArt,0,0
2023-03-01 21:01:01+00:00,1631036843381649412,"First Nations have inherent rights and responsibilities to care for lands and waters for future generations 🇨🇦

In this new report, @AFN_Updates calls for Canada to ensure that #MarineConservation respects the rights of #IndigenousPeoples: https://t.co/lHwcp2NCNR https://t.co/uynqfECO5J",IUCN_GovRights,0,0
2023-03-01 20:14:01+00:00,1631025016187015168,"Now in #Norway: #GretaThunberg is accustomed to being carried by the #police - in #Oslo she was carried out of a protest against the construction and operation of wind farms in the territory inhabited by indigenous peoples.

#Greta #environment #windfarm #IndigenousPeoples… https://t.co/ST1vkBlw71",TruthPuke,8,9
2023-03-01 19:50:00+00:00,1631018970882113536,"Violence against Indigenous women and girls is on the rise. What you need to know about Missing and Murdered Indigenous Women and Girls
#IndigenousPeoples https://t.co/3uIHVaCk9W",MuskokaRegion,0,0
2023-03-01 19:36:13+00:00,1631015503010439168,"The #Amazon, the world’s largest tropical rainforest, remains a net carbon sink, but it teeters on the edge of becoming a net source. 
This analysis by @WorldResources shows why securing #LandRights for #IndigenousPeoples can help reverse this trend.

⬇️
https://t.co/1wZ5H6xGuI",RainforestUS,1,0
2023-03-01 18:59:32+00:00,1631006271775309824,"Daily Amazing Native American History and content 

#NativeAmerican #NativeAmericans #native #nativehistory #History #INDIGENOUS #IndigenousPeoples https://t.co/dA5NeRZ479",nativeaofficial,50,2
2023-03-01 18:55:11+00:00,1631005175174365218,"We can - and must - fight the climate crisis AND respect Indigenous peoples' rights!
#Sámi #Fosen #IndigenousPeoples #FPIC #JustTransition #WindFarms https://t.co/e6jvDsx4x7",spinachcharm,195,72
2023-03-01 18:53:34+00:00,1631004768591118352,"@RyanShead @Speaktr71461269 Or, like with the #IndigenousPeoples as well, they relocated, flooded, deposited garbage, environmentally jeopardized them... as needed for their own satisfaction.",RXKANE,0,0
2023-03-01 18:29:38+00:00,1630998747583840262,"Violence against Indigenous women and girls is on the rise. What you need to know about Missing and Murdered Indigenous Women and Girls
#IndigenousPeoples https://t.co/9Ho9Bw8imM",NorthBayNip,0,1
2023-03-01 18:29:27+00:00,1630998701207420933,"Violence against Indigenous women and girls is on the rise. What you need to know about Missing and Murdered Indigenous Women and Girls
#IndigenousPeoples https://t.co/JOzd8jslrO",ParrySoundNS,1,0
2023-03-01 18:09:17+00:00,1630993624015024128,"A coordenação da FUNAI/RR  será agora comandada pela indígena Marizete de Souza do povo Macuxi da Terra indígena Raposa serra do sol, está foi indicada e aplaudida pó movimento indígena do estado de Roraima. 

#IndigenousPeoples 
#INDIGENOUS 
#Brazilian https://t.co/xrAvcsWrVF",Macielmacuxi23,0,0
2023-03-01 17:39:28+00:00,1630986122405838881,"#raffle #IndigenousPeoples #Inuit #canada 

win this handmade Inuk hat! made by an Inuk friend! 

only 22 tickets will be sold. 

only 7 left! etransfer to barbieakoak@gmail.com 

please share! https://t.co/EJhV9of0Hp",WokeIndigenous,13,11
2023-03-01 17:08:56+00:00,1630978439585857546,Director Marcos Colón Takes an Intimate Look at Three Indigenous Leaders’ Fight to Preserve Their Ancestral Connection to #Nature in the Amazon https://t.co/vwZu0PM195 #films #IndigenousPeoples,DKaimowitz,1,1
2023-03-01 17:06:05+00:00,1630977722783498241,Greta Thunberg was briefly carried off by Norwegian police during anti-wind farm protest https://t.co/wqnLA3FulI  #windturbines #GretaThunberg  #norway #indigenouspeoples #sami,OnBRM,0,0
2023-03-01 16:49:54+00:00,1630973649749438465,"The mumbling I'm hearing from participants at tomorrow's #OurOcean conference is that #IndigenousPeoples and #OceanJustice have been put on the back burner

Are we shifting back to business as usual?",TaotaoTasi,6,1
2023-03-01 16:31:00+00:00,1630968891277996039,"Matilde (17): - Our trust in the state is boundlessly weakened @Stortinget 

Over 100 turned up at Torgallmenningen for a support action for the Fosen case.

#Sami #INDIGENOUS #IndigenousPeoples #News #Nature #Sustainability 
(Subscription article:)
https://t.co/UPXunXy28R https://t.co/ZCmQPyY6Pl",UrbanSamiGirl,2,1
2023-03-01 15:15:35+00:00,1630949914887831556,"#IndigenousPeoples Organisation signing up for #UNPFII? Make sure you register your org in the ICSO system first!

Read our step-by-step guide here: https://t.co/UpyziBMDdQ

#WeAreIndigenous https://t.co/JFeDb72qi1",UN4Indigenous,11,6
2023-03-01 14:57:58+00:00,1630945481453961216,Congratulations to you and your #IndigenousPeoples Melinda Adams 🤗🥰,nctowncrier,0,0
2023-03-01 14:54:23+00:00,1630944579749920771,"COMING UP: #Webinar to provide #info on the process of developing a new programme of work and institutional arrangements on Art. 8(j) and other provisions related to #IndigenousPeoples &amp; #localcommunities  

🗓️7 Mar @ 8 AM (Mtl time, UTC-5) 

Register: https://t.co/RnlWT52Dry https://t.co/UCuYjmuIxj",UNBiodiversity,22,13
2023-03-01 14:45:39+00:00,1630942381422911490,"Daily Amazing Native American History and content 

#NativeAmerican #NativeAmericans #native #nativehistory #History #INDIGENOUS #IndigenousPeoples https://t.co/s3M32tOhVx",nativeaofficial,75,5
2023-03-01 14:27:01+00:00,1630937691977072643,"@LakotaMan1 I never heard this before (and as recently as 1958)??!!! Disgraceful chapter of American #History, but I never heard of Juneteenth in school either🙄#UnitedStates #IndigenousPeoples #slavery",FlightDreamz,0,0
2023-03-01 14:26:01+00:00,1630937440746627074,"🗣Assistant Foreign Minister of #Australia H.E Tim Watts @TimWattsMP at #HLS #HRC52 stresses:
➡️Measures for #IndigenousPeoples &amp; #FirstNation rights
➡️#GenderEquality
➡️#ClimateChange
➡️Global abolition of the #DeathPenalty https://t.co/Zu7KSwD9SV",URGthinktank,1,0
2023-03-01 14:07:01+00:00,1630932658879361029,"#ADayAtSida @SorengArchana, climate activist from the Kharia tribe in Odisha, India &amp; member of @YAGClimate explains why #IndigenousPeoples &amp; local communities should be leaders of climate action processes &amp; decision-making.
Watch it here 💻  https://t.co/8oLJ21agKE https://t.co/Ad7Os7yUf0",SIANIAgri,0,0
2023-03-01 13:58:45+00:00,1630930578651643906,"would be assumed by Vice President Alfredo Borrego.

Due to #political #crisis generated by ""The Great #Godfather” #scandal, #Indigenouspeoples, #workers, and #students have called for #mobilizations to #demand #resignation or #dismissal of #President #Lasso.",ReddySalina,1,0
2023-03-01 13:24:06+00:00,1630921857460305922,"The Alta Dam Controversy
In 1978 the Norwegian Water Resources and Energy Directorate (NVE) had plans to build a dam and power plant on the Alta River in Finnmark, northern Norway
#storytimethread #History similar to #Fosen #Sami #IndigenousPeoples #rights
https://t.co/dL68qOV4Vi https://t.co/H3QKb5UEUE",UrbanSamiGirl,5,1
2023-03-01 13:24:01+00:00,1630921835679301634,"Want to stay in the loop about our work supporting #minorities and #IndigenousPeoples around the world? 🌍👥 We've got you covered! 🙌 

Sign up now for our country update system and receive updates whenever we publish content 📲 

https://t.co/86lSOCtL92",MinorityRights,1,1
2023-03-01 13:23:57+00:00,1630921818298089474,@asiakmfields @deray @propublica @AKpublicnews @AKNewsNow @alaska511 @ArcticCouncil @_Arctic_Circle @AmericanIndian8 #IndigenousPeoples @FAOIndigenous #NativeAmericans @IndianCountry #Anchorage,VoteHafner,0,0
2023-03-01 13:22:04+00:00,1630921345675452416,"Besides mercury and carcinogenic polychlorinated biphenyls (PCBs) contaminating the #GreatLakes are per- and polyfluoroalkyl substances (PFAS), “forever chemicals” tied to health problems including cancer @undarkmag https://t.co/9nIpEUTcN5 #IndigenousPeoples #EnvironmentalJustice",ESchattner,1,0
2023-03-01 13:03:27+00:00,1630916660881244161,"#BreakingNews 
@GretaThunberg detained by #Norway police during #protest'; 
#pakustv #NYC #indigenouspeoples #oslo #humanrights #GretaThunberg https://t.co/6CU6J4lQUO",saada186,1,0
2023-03-01 12:59:43+00:00,1630915719155310592,We hope the SC decision will set a precedent for greater recognition of #IndigenousPeoples rights in the face of land and resource grabs. The M&amp;S IFMA is just one of many existing forest plantations of which 87% overlap with ancestral domains.,lrcphl,2,0
2023-03-01 12:55:12+00:00,1630914582653837314,"#GretaThunberg removed by the police, video:

Link: https://t.co/2pccWMLtbJ 

Demonstrations fo Sami Peoples rights in Oslo. Fight for land and rights. ČSV.

#Video #Demonstration #Windmill #turbines #reindeer #Indigenous #IndigenousPeoples #HumanRights 
https://t.co/2pccWMLtbJ https://t.co/vzmNayoxCd",UrbanSamiGirl,1,0
2023-03-01 12:50:10+00:00,1630913317060444161,We really should respect and listen to the voices of #IndigenousPeoples  around the world. There's a lot to learn from their harmony with #nature.  https://t.co/H93hE0QvA6,JohnArchie44,0,0
